"Espacenet";"";"";"";"";"";"";"";"";
"Recherche de brevets";"";"";"";"";"";"";"";"";
"6 093 résultats trouvés pour recycling AND plastic AND '3D printing'";"";"";"";"";"";"";"";"";
"Résultats affichés : 1 à 500";"";"";"";"";"";"";"";"";
"Langue de la requête: en / de / fr";"";"";"";"";"";"";"";"";
"Trier par: Pertinence";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Titre";"Inventeurs";"Demandeurs";"Numéro de publication";"Priorité la plus ancienne";"CIB";"CPC";"Date de publication";"Publication la plus ancienne";"Numéro de famille";
"442";"HIGH PERFORMANCE AND RECYCLABLE THERMOSET INK FOR 3D OR 4D PRINTING";"LI ANG [US] 
LI GUOQIANG [US]";"LI ANG [US] 
LI GUOQIANG [US] 
UNIV LOUISIANA STATE [US]";"US11332565B2 
US2021122865A1";"2018-04-30";"C08F2/50 
C08F222/10 
C08J11/04 
C08K5/05 
C08K5/07 
C08K5/17 
C08K5/5397 
C08F2/46 
C08G61/04 
B33Y70/00 
B33Y80/00";"C08F2/50 (US) 
C08F22/1006 (EP) 
C08F222/102 (US) 
C08J11/04 (US) 
C08K5/05 (US) 
C08K5/07 (US) 
C08K5/17 (US) 
C08K5/5397 (US) 
C09D11/03 (EP) 
C09D11/101 (EP) 
C09D4/00 (EP) 
C09J4/00 (EP) 
B33Y70/00 (US) 
B33Y80/00 (US) 
C08F222/1067 (EP) 
C08J11/10 (EP) 
C08J2300/24 (EP) 
Y02W30/62 (EP) 
C08F222/1067, C08F222/102, ADD (EP)       
C09D4/00, C08F222/1067, INV (EP)       
C09J4/00, C08F222/1067, INV (EP)      ";"2021-04-29 
2022-05-17";"2019-11-07";"068386761";
"443";"3D LAYERED POWDER RECYCLING SYSTEM OF BINDER JET TYPE 3D PRINTING DEVICE";"JUNG YOUNGSUK 
CHO SHINHU 
OH JIWON";"HYUNDAI MOTOR CO LTD [KR] 
KIA CORP [KR] 
MADDE INC [KR]";"KR20250009376A";"2023-07-10";"B28B1/00 
B29C64/165 
B29C64/314 
B29C64/321 
B29C64/35 
B29C64/357 
B33Y10/00 
B33Y40/00 
B33Y70/00";"B28B1/001 (KR) 
B29C64/165 (KR) 
B29C64/314 (KR) 
B29C64/321 (KR) 
B29C64/35 (KR) 
B29C64/357 (KR) 
B33Y10/00 (KR) 
B33Y40/00 (KR) 
B33Y70/00 (KR) 
Y02P10/25 (EP)";"2025-01-17";"2025-01-17";"094385618";
"444";"Garrulous cyclic utilization device of automatic retrieving powder of 3D printing consumables waste material";"CAI MING 
JIANG KUN";"ANHUI SUNLU ELECTRONIC TECH CO LTD";"CN206999651U";"2017-06-14";"B29C64/35 
B29C64/357 
B33Y40/00";"";"2018-02-13";"2018-02-13";"061447589";
"445";"3D printing device";"SUN YONGMING 
BA YI 
SHAO YIDI 
XU DEWEI 
MAI SHUZHEN 
GUO HUA 
LIU JIAJIE";"GUANGZHOU RUITONG ADDITIVE MATERIAL TECH CO LTD";"CN222058826U";"2024-02-29";"B22F10/73 
B22F12/00 
B33Y40/00";"";"2024-11-26";"2024-11-26";"093554630";
"446";"Circulation purifier of metal 3D printing apparatus";"YUE WEI 
DING LI";"NANTONG JINYUAN INTELLIGENT TECH CO LTD";"CN206543876U";"2017-03-02";"B22F3/105 
B33Y30/00 
B33Y40/00";"";"2017-10-10";"2017-10-10";"059995497";
"447";"A river model section manufacturing method based on a 3D printing technology";"LIU XINYUAN 
ZHU YONGHUI 
YAO SHIMING 
QU GENG 
LI LINGYUN 
GUO XIAOHU 
LIU YA 
YUE HONGYAN 
ZHANG HUI 
GU LIHUA";"CHANGJIANG RIVER SCIENT RES INST CHANGJIANG WATER RESOURCES COMMISSION";"CN109767493A";"2019-01-07";"E02B1/02 
G06T17/05";"";"2019-05-17";"2019-05-17";"066452633";
"448";"3D 3D PRINTER WITH ROTATIONAL MULTI HEAD";"CHOI KYUNG HYUN [KR] 
DANG HYUN WOO [KR] 
YANG YOUNG JIN [KR]";"JEJU NATIONAL UNIV INDUSTRY-ACADEMIC COOPERATION FOUNDATION [KR]";"KR101817429B1 
KR20170138653A";"2016-06-08";"B29C67/00 
B33Y30/00 
B33Y40/00 
B33Y50/02";"B29C64/209 (KR) 
B29C64/241 (KR) 
B29C64/336 (KR) 
B29C64/393 (KR) 
B33Y30/00 (KR) 
B33Y40/00 (KR) 
B33Y50/02 (KR) 
B33Y70/10 (KR)";"2017-12-18 
2018-01-11";"2017-12-18";"060922900";
"449";"3D printer adopting multi-nozzle type melting technology";"LI MING";"LI MING";"CN114734633A";"2022-03-31";"B29C64/209 
B29C64/30 
B29C64/357 
B33Y30/00 
B33Y40/00";"B29C64/209 (CN) 
B29C64/30 (CN) 
B29C64/357 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN) 
Y02P70/10 (EP)";"2022-07-12";"2022-07-12";"082278997";
"450";"3D PRINTING SYSTEM USING PAPER PIPE BLOCK TYPE STRUCTURE AND THE METHOD FOR PAPER PIPE BLOCK 3D PRINTING";"CHO YOUNG SUN [KR] 
KIM YOUNG SIL [KR] 
LEE KI HYUN [KR] 
LIM SO HEE [KR] 
KIM HYE JEE [KR] 
KOH YOU JEONG [KR]";"3DTOSYS [KR]";"KR20160042724A";"2014-10-11";"G06F3/12";"B29C64/141 (KR) 
B29C64/227 (KR) 
B29C64/386 (KR) 
B29C64/393 (KR) 
B33Y30/00 (KR) 
B33Y50/02 (KR)";"2016-04-20";"2016-04-20";"055917460";
"451";"Integrally-formed plastic functional glasses";"XU JIAWEI 
XU-HUANG YAXUE";"XIAMEN WEIERSHENG TECH CO LTD";"CN211857093U";"2020-05-19";"G02B5/18 
G02C5/00 
G02C5/14 
G02C7/16";"";"2020-11-03";"2020-11-03";"073235666";
"452";"METHOD AND DEVICE FOR PRODUCING 3D MOULDED PARTS BY MEANS OF A LAYER CONSTRUCTION TECHNIQUE";"EDERER INGO [DE] 
GÜNTHER DANIEL [DE] 
GÜNTHER JOHANNES [DE] 
SCHECK CHRISTOPH [DE]";"VOXELJET AG [DE]";"US10682809B2 
US2017355137A1";"2014-12-22";"B29C64/165 
B29C64/35 
B29C67/00 
B29C64/295";"B29C35/0288 (KR) 
B29C64/153 (KR) 
B29C64/165 (EP,KR,US) 
B29C64/264 (KR) 
B29C64/295 (KR) 
B29C64/35 (KR) 
B29C64/357 (KR) 
B29C64/393 (KR) 
B29C67/00 (KR) 
B33Y10/00 (CN,KR) 
B33Y30/00 (CN,KR) 
B33Y40/00 (KR) 
B33Y50/02 (KR) 
B33Y70/10 (KR) 
B29C64/264 (EP,US) 
B29C64/295 (EP,US) 
B29C64/35 (EP,US) 
B29C64/357 (EP,US) 
B29C67/00 (US) 
B29K2105/251 (KR) 
B29K2509/02 (KR) 
B29K2509/08 (KR) 
B29K2877/00 (KR) 
C01P2004/61 (KR)";"2017-12-14 
2020-06-16";"2016-06-23";"056097892";
"453";"Procédé et dispositif de fabrication d'un panneau décoratif";"HECHT HENDRIK [DE] 
KALWA NORBERT [DE]";"FLOORING TECHNOLOGIES LTD [MT]";"EP2913199A1 
EP2913199B1";"2014-02-28";"B29C67/00 
B44C3/02 
B44C5/04";"B29C64/112 (EP) 
B44C3/025 (EP) 
B44C5/04 (EP)";"2015-09-02 
2018-03-21";"2015-09-02";"050190162";
"454";"Surface forming rapid three-dimensional (3D) printing device based on electrostatic spinning method";"CHEN HONGBO 
ZHOU YIHONG 
HAN WENWEN 
WANG CHUANSHENG 
YANG WEIMIN 
JIAO DONGMEI 
LIU HAICHAO";"UNIV QINGDAO SCIENCE & TECHNOLOGY";"CN110181809A 
CN110181809B";"2019-06-28";"B29C64/118 
B29C64/205 
B29C64/268 
B29C64/295 
B29C64/321 
B29C64/393 
B33Y10/00 
B33Y30/00 
B33Y40/00 
B33Y50/02 
D01D5/00 
B29C64/314 
B33Y40/10";"B29C64/118 (CN) 
B29C64/205 (CN) 
B29C64/268 (CN) 
B29C64/295 (CN) 
B29C64/321 (CN) 
B29C64/393 (CN) 
B33Y10/00 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN) 
B33Y50/02 (CN) 
D01D5/0069 (CN)";"2019-08-30 
2023-12-22";"2019-08-30";"067723952";
"455";"Recovery method for waste of 3D printer";"LI YOUZHOU";"HUNAN KUANGCHU TECH CO LTD";"CN107972277A";"2017-11-26";"B29B17/00 
B29C64/357 
B33Y40/00";"B29B17/00 (CN) 
B33Y40/00 (CN) 
Y02W30/62 (EP)";"2018-05-01";"2018-05-01";"062011789";
"456";"3D printing aftertreatment multistage granule separating system and separating method thereof";"YU YUNFENG 
LI YING 
SUN MAOYIN 
WU JIAN 
WU ZEHONG 
LIANG YIN 
ZHANG CUICUI";"GUIZHOU INST OF METALLURGY AND CHEMICAL ENGINEERING";"CN111359881A 
CN111359881B";"2020-04-02";"B33Y40/00 
B07B11/06 
B07B7/06 
B28B1/00 
B28B17/00 
B29C64/357 
B33Y40/20";"B07B11/06 (CN) 
B07B7/06 (CN) 
B28B1/001 (CN) 
B28B17/00 (CN) 
B29C64/357 (CN) 
B33Y40/00 (CN) 
Y02W30/62 (EP)";"2020-07-03 
2022-05-17";"2020-07-03";"071201935";
"457";"IMPRIMANTE 3D À EXTRACTION DE FLUIDE ASSISTÉE PAR PRESSION";"VATANI MORTEZA [US] 
SHI STEVEN ZHICHAO [US]";"SAKUU CORP [US]";"WO2023200894A1";"2022-04-12";"B22F10/10 
B29C64/112 
B29C64/165 
B29C64/223 
B29C64/236 
B29C64/245 
B29C64/357 
B33Y10/00 
B33Y30/00 
B33Y40/00 
B33Y70/10";"B22F10/10 (EP) 
B22F10/14 (EP) 
B22F12/60 (EP) 
B29C64/112 (EP) 
B29C64/165 (EP) 
B29C64/223 (EP) 
B29C64/236 (EP) 
B29C64/245 (EP) 
B29C64/357 (EP) 
B33Y10/00 (EP) 
B33Y30/00 (EP) 
B33Y40/00 (EP) 
B33Y70/10 (EP) 
B22F2999/00, B22F12/50, B22F3/22, B22F12/13, ADD (EP)      ";"2023-10-19";"2023-10-19";"086286475";
"458";"Disassembly and assembly universal type wire coil for 3D printing wires and use method";"PENG YOULIANG 
LYU PENGCHENG";"GUANGDONG BIYING ADDITIVE MANUFACTURING TECH CO LTD";"CN118306864A";"2024-03-18";"B29C64/321 
B65H75/14 
B65H75/22";"B29C64/321 (CN) 
B65H75/14 (CN) 
B65H75/2245 (CN) 
B65H2701/50 (CN)";"2024-07-09";"2024-07-09";"091727397";
"459";"A cooling system for 3D printer";"YANG CHEN";"HKABLE 3D BIOLOGIC PRINTING TECH CHONGQING CO LTD 
YANG CHEN";"CN208789093U";"2018-02-08";"B29C64/20 
B33Y30/00";"";"2019-04-26";"2019-04-26";"066198539";
"460";"Filter capable of circularly using residual alcohol to clean 3D product and using method of filter";"LIU MINGCHENG";"NINGBO XINSIWEI 3D TECH CO LTD";"CN110201452A 
CN110201452B";"2019-06-18";"B01D36/00 
B01D39/14 
B33Y30/00";"B01D36/00 (CN) 
B01D39/14 (CN) 
B33Y30/00 (CN) 
B01D2239/10 (CN)";"2019-09-06 
2021-05-07";"2019-09-06";"067793172";
"461";"Graphene three-dimensional printing material with high bending strength";"QIN YANGHUA";"GUANGXI ZHUMENG THREE BODY TECH CO LTD";"CN106633719A";"2016-11-17";"B33Y70/00 
C08K13/02 
C08K3/04 
C08K3/16 
C08K3/32 
C08K5/103 
C08K5/12 
C08K5/544 
C08L101/00 
C08L3/04 
C08L51/00 
C08L67/04 
C08L91/00";"B33Y70/00 (CN) 
C08L67/04 (CN) 
C08L2201/08 (CN) 
C08L2205/035 (CN) 
C08L67/04, C08L101/00, C08L51/00, C08L91/00, C08L3/04, C08K13/02, C08K3/04, C08K2003/324, C08K5/103, C08K5/544, C08K5/12, C08K3/16, INV (CN)      ";"2017-05-10";"2017-05-10";"058807183";
"462";"RECYCLING METHODS AND SYSTEMS, AND RELATED PLASTIC CONTAINERS";"SHARMA RAVI K [US] 
FILLER TOMAS [US] 
HOLUB VOJTECH [US] 
ALATTAR OSAMA M [US] 
BRUNK HUGH L [US] 
LORD JOHN D [US] 
CONWELL WILLIAM Y [US]";"DIGIMARC CORP [US]";"US12348840B2 
US2024364982A1";"2019-03-01";"G06F21/16 
G09C5/00 
H04N21/2389 
H04N21/44 
H04N21/8358 
H04N23/00";"G06F21/16 (EP,US) 
G09C5/00 (EP,US) 
H04N21/23892 (EP,US) 
H04N21/44008 (EP,US) 
H04N21/8358 (EP,US) 
H04N23/00 (EP,US) 
H04L2209/34 (EP,US) 
H04L2209/608 (EP,US)";"2024-10-31 
2025-07-01";"2024-10-31";"093215290";
"463";"Intelligent 3D printing double-color wire material plasticizing production device";"LIN HUBIN 
LIU XUN 
DU CHONGMING";"DU CHONGMING";"CN105538642A";"2015-12-25";"B29C48/06 
B29C48/355 
B29C48/395 
B29C48/92";"B29C48/0022 (CN) 
B29C48/025 (CN) 
B29C48/05 (CN) 
B29C48/06 (EP) 
B29C48/17 (CN) 
B29C48/355 (CN) 
B29C48/397 (CN) 
B29C48/911 (CN) 
B29C48/92 (CN) 
B29C48/919 (EP)";"2016-05-04";"2016-05-04";"055818412";
"464";"High-temperature-resistant fiber concrete material for 3D printing as well as preparation and application of high-temperature-resistant fiber concrete material";"XIAO JIANZHUANG 
KANAME 
DUAN ZHENHUA 
DING TAO 
YU JIANGTAO 
ZHOU XINJI";"UNIV TONGJI";"CN116462459A";"2022-01-06";"B33Y10/00 
B33Y70/10 
C04B14/46 
C04B16/06 
C04B18/16 
C04B24/26 
C04B28/04 
C04B28/06";"B33Y10/00 (CN) 
B33Y70/10 (CN) 
C04B14/4643 (CN) 
C04B16/0625 (CN) 
C04B16/0633 (CN) 
C04B18/16 (CN) 
C04B24/2623 (CN) 
C04B24/2688 (CN) 
C04B28/04 (CN) 
C04B28/06 (CN) 
C04B2111/00181 (CN) 
Y02W30/91 (EP) 
C04B28/06, C04B24/2688, C04B14/106, C04B2103/302, C04B22/10, C04B2103/50, C04B18/16, C04B16/0625, C04B14/4643, INV (CN)       
C04B28/06, C04B24/383, C04B24/24, C04B22/10, C04B2103/50, C04B24/2623, C04B18/16, C04B16/0625, C04B14/4643, INV (CN)      ";"2023-07-21";"2023-07-21";"087184747";
"465";"Plastic material for printing";"QIN YANGHUA";"GUANGXI ZHUMENGSANTI TECH CO LTD";"CN106519730A";"2016-11-11";"B29B17/04 
B33Y70/00 
C08K5/07 
C08K5/12 
C08K5/13 
C08K5/29 
C08L101/00 
C08L3/04 
C08L33/26";"B29B17/04 (CN) 
B33Y70/00 (CN) 
C08L101/00 (CN) 
B29B17/0408 (CN) 
C08L2201/06 (CN) 
C08L2205/03 (CN) 
Y02W30/52 (EP) 
Y02W30/62 (EP) 
C08L101/00, C08L3/04, C08L33/26, C08K5/07, C08K5/29, C08K5/12, C08K5/13, INV (CN)      ";"2017-03-22";"2017-03-22";"058350781";
"466";"3D printer tray convenient for taking out finished products";"";"HANGZHOU YIXING 3D TECH CO LTD";"CN212528720U";"2020-05-16";"B22F3/115 
B28B1/00 
B28B17/00 
B28B17/04 
B29C64/30 
B29C64/35 
B29C64/379 
B33Y40/00 
B33Y40/20";"";"2021-02-12";"2021-02-12";"074542373";
"467";"3D printing assembled monolithic catalyst and preparation method thereof";"TIAN XIAOYONG 
QIU ZHENGPING 
HUO CUNBAO";"UNIV XI AN JIAOTONG";"CN113716946A 
CN113716946B";"2021-08-23";"B01J37/00 
B01J37/08 
C04B35/14 
C04B35/622 
C07C29/48 
C07C31/20";"B01J37/00 (CN) 
B01J37/08 (CN) 
B33Y10/00 (CN) 
B33Y70/10 (CN) 
C04B35/14 (CN) 
C04B35/622 (CN) 
C07C29/48 (CN) 
C04B2235/3231 (CN) 
C04B2235/6026 (CN) 
C04B2235/6562 (CN) 
C04B2235/6567 (CN) 
C04B2235/96 (CN) 
C07C29/48, C07C31/202, INV (CN)      ";"2021-11-30 
2022-06-03";"2021-11-30";"078677205";
"468";"Wire material plastifying single-line production device for intelligent 3D (Three Dimensional) printing";"LIN HUBIN 
LIU XUN 
DU CHONGMING";"DU CHONGMING";"CN105437494A";"2015-12-25";"B29C48/06 
B29C48/355 
B29C48/92";"B29C48/0022 (CN) 
B29C48/05 (CN) 
B29C48/06 (EP) 
B29C48/355 (CN) 
B29C48/911 (CN) 
B29C48/92 (CN) 
B29C2948/92704 (CN) 
B29C2948/92857 (CN) 
B29C2948/92923 (CN) 
B29C48/919 (EP)";"2016-03-30";"2016-03-30";"055548348";
"469";"Turnover type printing table for 3D printer";"HONG WENMING 
LI TING";"HANGZHOU HAIRONGNA INTELLIGENT TECH CO LTD";"CN116353056A";"2023-04-06";"B29B17/02 
B29B17/04 
B29C64/245 
B29C64/35 
B33Y30/00 
B33Y40/00";"B29B17/02 (CN) 
B29B17/0412 (CN) 
B29C64/245 (CN) 
B29C64/35 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN) 
B29B2017/0224 (CN) 
B29B2017/044 (CN) 
Y02P70/10 (EP)";"2023-06-30";"2023-06-30";"086936706";
"470";"3D prints melting conveyor with plastics";"CHEN TIANRUN";"CHEN TIANRUN";"CN206579141U";"2017-03-27";"B29C64/321 
B33Y30/00";"";"2017-10-24";"2017-10-24";"060114199";
"471";"THREE-D PRINTING METHOD";"DING MING HSIUNG";"XYZPRINTING INC 
JINBAO ELECTRON IND CO LTD 
CAL COMP ELECTRONICS & COMM CO";"JP2015098165A 
JP5893092B2";"2013-11-18";"B29C67/00 
B33Y10/00 
B33Y50/00";"B29C33/306 (US) 
B29C64/112 (EP,US) 
B29C64/165 (EP,US) 
B29C64/40 (EP,US) 
B33Y10/00 (EP,US) 
B33Y50/00 (EP,US)";"2015-05-28 
2016-03-23";"2015-05-21";"053172505";
"472";"PHB-based degradable 3D printing consumable";"DUAN YUEQIANG";"ANHUI AOSIBO MEDICAL EQUIPMENT CO LTD";"CN106148191A";"2016-08-29";"C12N1/00 
C12P5/02";"C12N1/00 (CN) 
C12P5/023 (CN) 
Y02E50/30 (EP)";"2016-11-23";"2016-11-23";"057345371";
"473";"3D printing wire of rABS/SEBS-g-MAH and preparation method of 3D printing wire";"HE HEZHI 
ZHAN ZHIMING 
FENG YANHONG 
YIN XIAOCHUN 
QU JINPING";"UNIV SOUTH CHINA TECH";"CN111098468A 
CN111098468B";"2019-12-30";"B29C48/05 
B33Y70/00 
C08L51/00 
C08L55/02";"B29C48/05 (CN) 
B33Y70/00 (CN) 
C08L55/02 (CN) 
C08L2207/20 (CN) 
C08L55/02, C08L51/006, INV (CN)      ";"2020-05-05 
2021-08-10";"2020-05-05";"070425022";
"474";"Novel printing plastic material";"QIN YANGHUA";"GUANGXI ZHUMENG SANTI TECH CO LTD";"CN106497126A";"2016-11-11";"B33Y70/00 
C08B31/00 
C08K5/07 
C08K5/12 
C08L101/00 
C08L3/04 
C08L33/26";"B33Y70/00 (CN) 
C08B31/003 (CN) 
C08L101/00 (CN) 
C08L2201/06 (CN) 
C08L2205/03 (CN) 
C08L2207/20 (CN) 
C08L101/00, C08L3/04, C08L33/26, C08K5/12, C08K5/07, INV (CN)      ";"2017-03-15";"2017-03-15";"058323620";
"475";"3D printer ink recycling device";"WANG LI 
WANG ZHIGANG 
XIE YADU 
FENG BING 
LI JINBAO";"LOCAL INTELLIGENT EQUIPMENT CO LTD";"CN111590898A";"2020-02-29";"B29C64/255 
B29C64/357 
B33Y30/00 
B33Y40/00";"B29C64/255 (CN) 
B29C64/357 (CN) 
B33Y30/00 (CN) 
B33Y40/00 (CN)";"2020-08-28";"2020-08-28";"072180159";
"476";"METHOD AND APPARATUS FOR SURFACE FINISHING OF ARTICLES PRODUCED BY 3D PRINTING";"ARIENTI ANDREA [IT] 
FOLLADOR MAURIZIO [IT]";"3DNEXTECH S R L [IT]";"US11597146B2 
US2020215757A1";"2017-06-23";"B29C64/30 
B33Y40/20 
B29C64/188";"B29C64/188 (IL,US) 
B29C64/295 (IL,KR) 
B29C64/35 (EP,IL) 
B29C64/364 (IL,KR) 
B29C71/0009 (EP,IL,KR) 
B33Y40/20 (EP,IL,KR,US)";"2020-07-09 
2023-03-07";"2018-12-27";"063042079";
"477";"LAST, METHOD FOR PRODUCING LAST, AND METHOD FOR PRODUCING SHOE UPPER";"BESSHO AYU [JP] 
ABE SATORU [JP] 
TANIGUCHI NORIHIKO [JP] 
KOZUKA YUYA [JP]";"ASICS CORP [JP]";"US2021112926A1";"2019-10-18";"A43B23/02 
A43D3/02 
B29C64/106 
B29C64/20 
B29C64/386";"A43B23/0205 (US) 
A43B23/0215 (EP) 
A43B23/0245 (US) 
A43D1/025 (EP) 
A43D3/02 (EP,US) 
B29C64/106 (US) 
B29C64/20 (US) 
B29C64/386 (US) 
B33Y80/00 (EP) 
A43D2200/60 (EP) 
B29L2031/505 (US) 
B33Y10/00 (US) 
B33Y30/00 (US) 
B33Y50/00 (US) 
B33Y80/00 (US)";"2021-04-22";"2021-04-20";"071266409";
"478";"Method for producing paper package box by 3D printing technology";"ZHAO CHENFEI";"UNIV SHAANXI SCIENCE & TECH";"CN104354297A 
CN104354297B";"2014-10-23";"B29C67/00";"";"2015-02-18 
2016-08-17";"2015-02-18";"052521655";
"479";"FDM type 3D printer and consumable recycling device";"GUO HENGYA";"ZHEJIANG IND POLYTECHNIC COLLEGE";"CN113306137A 
CN113306137B";"2021-05-26";"B29C64/118 
B29C64/357 
B33Y40/00";"B29C64/135 (CN) 
B29C64/357 (CN) 
B33Y40/00 (CN)";"2021-08-27 
2023-03-14";"2021-08-27";"077374755";
"480";"THE APPARATUS FOR RECYCLING THE WASTE PLASTIC";"PARK DONG MYEUNG [KR]";"PARK DONG MYEUNG [KR]";"KR20240043202A";"2022-09-26";"B29B17/00 
B29B17/04 
B29C48/00 
B29C48/05 
B29C48/28 
B29C48/285 
B29C48/30 
B29C48/36 
B29C48/88";"B29B17/00 (KR) 
B29B17/04 (KR) 
B29C48/022 (KR) 
B29C48/05 (KR) 
B29C48/28 (KR) 
B29C48/288 (KR) 
B29C48/30 (KR) 
B29C48/36 (KR) 
B29C48/911 (KR) 
B29B2017/0468 (KR) 
Y02W30/20 (KR) 
Y02W30/52 (KR) 
Y02W30/62 (KR)";"2024-04-03";"2024-04-03";"090662430";
"481";"3D printer scrap material recycling device";"XUE CHAO 
WANG SHUANLIN 
WANG SHUANXU 
OU WEITING 
JING YAN";"NANJING ROBOT RES INST CO LTD";"CN109927287A";"2017-12-15";"B29C64/153 
B29C64/35 
B29C64/357 
B33Y40/00";"";"2019-06-25";"2019-06-25";"066980294";
"482";"PRINTABLE MAGNETIC POWDERS AND 3D PRINTED OBJECTS FOR BIONANOCATALYST IMMOBILIZATION";"CORGIE STEPHANE CEDRIC [US] 
CHUN MATTHEW STEPHEN [US] 
RIVERA KATIA ARGELIA RODRIGUEZ [US] 
SANKTJOHANSER MAXIMILIAN JOSEF [US] 
WONG BRAEDON CARTER [US]";"ZYMTRONIX CATALYTIC SYSTEMS INC [US]";"US2021189374A1";"2018-09-27";"B33Y70/10 
B33Y80/00 
C12N11/082 
C12N11/096 
C12N11/098 
C12N11/14 
C12N9/02 
C12N9/08 
C12N9/20 
C12N9/26 
C12N9/90";"B33Y10/00 (EP) 
B33Y70/10 (EP,US) 
B33Y80/00 (EP,US) 
C12N11/08 (EP) 
C12N11/082 (EP,US) 
C12N11/096 (US) 
C12N11/098 (EP,US) 
C12N11/14 (EP,US) 
C12N9/0042 (EP,US) 
C12N9/0065 (EP,US) 
C12N9/0071 (EP,US) 
C12N9/20 (EP,US) 
C12N9/2431 (EP,US) 
C12N9/90 (EP,US) 
C12Y106/02004 (US) 
C12Y111/01007 (US) 
C12Y301/01003 (US) 
C12Y302/01026 (US) 
C22C1/0441 (EP) 
H01F1/0063 (EP) 
B22F10/18 (EP,US) 
B22F10/28 (EP,US) 
B22F10/34 (EP,US) 
B33Y10/00 (US)";"2021-06-24";"2020-04-02";"069949999";
"483";"DISPOSITIF ET PROCÉDÉ D'IMPRESSION EN 3D";"CHENG SENPING [CN] 
LI XIAOLING [US] 
DENG FEIHUANG [CN] 
LU HAOHUI [CN] 
LIU HAILI [CN] 
YAO JUAN [CN] 
WANG XIAOFEI [CN] 
WU WEI [CN]";"TRIASTEK INC [CN]";"WO2018210183A1";"2017-05-16";"B29C64/00 
B29C67/00";"B29C64/00 (EP) 
B29C64/106 (EP,US) 
B29C64/209 (KR,US) 
B29C64/232 (US) 
B29C64/245 (US) 
B29C64/295 (EP) 
B29C64/329 (EP,KR,US) 
B29C64/336 (US) 
B29C64/393 (EP,KR,US) 
B29C67/00 (EP) 
B33Y10/00 (EP) 
B33Y30/00 (EP,KR) 
B33Y40/00 (KR) 
B33Y50/02 (KR) 
B33Y80/00 (EP) 
B33Y10/00 (US) 
B33Y30/00 (US) 
B33Y50/02 (US)";"2018-11-22";"2018-11-22";"064273343";
"484";"STRUCTURE DURABLE IMPRIMÉE EN 3D SCINTILLANTE ET MASQUANTE";"BUKKEMS PETER [NL]";"SIGNIFY HOLDING BV [NL]";"WO2024223342A1";"2023-04-24";"B22F10/22 
B29C64/118 
B29C64/236 
B33Y10/00 
B33Y30/00 
B33Y80/00";"B29C64/118 (EP) 
B29C64/236 (EP) 
B33Y10/00 (EP) 
B33Y30/00 (EP) 
B33Y80/00 (EP) 
B22F10/22 (EP) 
B22F10/366 (EP)";"2024-10-31";"2024-10-31";"086185183";
"485";"Nylon 12 wire for 3D printing, preparation method and applications thereof";"WANG YAN 
FENG LI 
CHEN YAWU 
HAN BAIGANG";"WUHAN INST TECHNOLOGY 
SILVER AGE ENG PLASTIC DONGGUAN CO LTD";"CN111004499A";"2019-12-23";"B29B9/06 
B29C48/05 
B29C48/92 
B29C64/118 
B29C64/30 
B33Y10/00 
B33Y40/00 
B33Y70/00 
C08K5/20 
C08K5/526 
C08L101/00 
C08L77/02";"B29B9/06 (CN) 
B29C48/05 (CN) 
B29C48/92 (CN) 
B29C64/118 (CN) 
B29C64/30 (CN) 
B33Y10/00 (CN) 
B33Y40/00 (CN) 
B33Y70/00 (CN) 
C08L77/02 (CN) 
B29C2948/92619 (CN) 
B29C2948/92704 (CN) 
C08K2201/014 (CN) 
C08L77/02, C08L101/005, C08K5/20, C08K5/526, INV (CN)      ";"2020-04-14";"2020-04-14";"070117640";
